Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H6034,2012,1,0,V,N,O,R,2200,2,2002,5,63113,0
H6168,2016,0.99726776,0,N,V,V,U,2000,2,1980,   .,63113,0
H6193,2012,1,0,N,V,V,U,1500,2,1980,   .,63113,0
H6205,2012,1,0,N,V,V,U,700,2,1980,   .,63113,0
H6354,2014,1,0,V,N,O,R,1495,2,1950,3,63113,0
H6479,2015,1,0,V,N,O,R,1100,2,2003,4,63113,0
H6480,2016,0.99726776,0,V,N,O,R,1100,2,2003,4,63113,0
H6807,2014,1,0,V,N,O,R,4030,2,1960,6,63113,0
H6811,2013,1,0,N,V,V,U,1187,2,1980,   .,63113,0
H6812,2016,1,0,N,V,V,U,1187,2,1980,   .,63113,0
H6916,2016,1,0,V,N,O,R,2800,2,1970,5,63113,0
H7101,2012,1,0,V,N,O,R,795,2,1999,4,63113,0
H7164,2012,1,0,V,N,O,R,1314,1,2003,5,63113,0
H4783,2015,1,0,V,V,V,U,7988,1,1980,   .,63124,0
H4784,2016,0.99726776,0,V,V,V,U,7988,1,1980,   .,63124,0
H15086,2013,1,0,N,V,V,U,585,1,,   .,63178,0
H17853,2012,1,0,V,N,O,R,400,1,2011,2,63284,0
H2316,2012,1,0,V,N,O,R,1389,1,1987,3,63300,0
H4027,2013,0.709589041,0,N,V,V,U,400,1,1980,   .,63300,0
H17318,2016,1,0,V,N,O,R,7500,1,1967,6,63308,0
H14848,2016,0.99726776,0,N,V,V,U,1200,1,1960,   .,63430,0
H6476,2013,1,0,V,N,O,R,380,1,1960,5,63470,0
H12893,2014,1,0,V,N,O,R,2586,2,2007,3,64024,0
H13581,2014,1,0,N,V,V,U,800,2,1988,   .,64024,0
H13594,2012,1,0,N,V,V,U,2900,2,1988,   .,64024,0
H13595,2013,1,0,N,V,V,U,2900,2,1988,   .,64024,0
H13596,2013,0,0,N,V,V,U,3473,2,1980,   .,64024,0
H14397,2014,1,0,N,V,V,U,1776,2,1988,   .,64024,0
H14438,2015,1,0,N,V,V,U,2157,2,1988,   .,64024,1
H14529,2012,1,0,N,V,V,U,1020,2,1988,   .,64024,0
H14849,2016,0.99726776,0,N,V,V,U,1323,2,1980,   .,64024,1
H15021,2013,1,1,N,V,V,U,1376,2,1980,   .,64024,0
H17133,2012,1,0,V,N,O,R,1784,2,1964,4,64024,1
H17134,2015,1,0,V,N,O,R,1784,2,1964,4,64024,1
H17865,2015,1,1,V,N,O,R,1820,2,1995,4,64024,0
H18011,2013,1,0,V,N,O,R,2000,2,2008,4,64024,0
H3610,2012,1,0,V,V,V,U,280,2,,   .,64024,0
H5029,2012,1,1,V,N,O,R,6417,2,1998,2,64024,1
H5030,2016,0.99726776,1,V,N,O,R,6417,2,1998,2,64024,0
H13201,2016,0.99726776,0,N,V,V,U,3496,2,1988,   .,64102,0
H13599,2012,1,0,N,V,V,U,7000,2,1988,   .,64102,1
H13807,2015,1,0,N,V,V,U,690,2,1988,   .,64102,0
H13819,2013,1,0,N,V,V,U,4118,2,1988,   .,64102,1
H14139,2012,1,0,N,V,V,U,8000,2,1988,   .,64102,0
H15153,2012,1,0,V,N,O,R,5600,2,2008,4,64102,1
H15786,2013,1,0,V,N,O,R,2015,2,2009,3,64102,0
H15787,2014,1,0,V,N,O,R,2015,2,2009,3,64102,0
H16358,2013,1,0,V,N,O,R,579,2,2009,3,64102,0
H16709,2013,1,0,V,N,O,R,5182,2,2010,6,64102,1
H16710,2014,1,0,V,N,O,R,5182,2,2010,6,64102,0
H16711,2016,0.99726776,0,V,N,O,R,5182,2,2010,6,64102,1
H17211,2014,1,1,V,N,O,R,4300,2,1990,4,64102,1
H17316,2014,1,1,V,N,O,R,2750,2,1960,4,64102,0
H17317,2015,1,1,V,N,O,R,2750,2,1960,4,64102,0
H17438,2013,0.479452055,1,V,N,O,R,397,2,1950,3,64102,0
H3541,2013,1,0,V,V,V,U,2440,2,1980,   .,64102,1
H4538,2013,1,0,V,V,V,U,300,2,1960,   .,64102,0
H4702,2016,0.99726776,0,V,N,O,R,530,2,1970,3,64102,0
H4817,2015,1,0,V,N,O,R,194,2,1960,2,64102,0
H6324,2012,1,1,N,V,V,U,750,2,1960,   .,64102,0
H13276,2013,0.934246575,0,V,N,O,R,391,2,1910,3,64122,0
H13287,2014,1,0,N,V,V,U,900,2,1980,   .,64122,0
H13579,2014,1,0,N,V,V,U,510,2,1960,   .,64122,0
H13580,2016,1,0,N,V,V,U,510,2,1960,   .,64122,0
H13589,2014,1,0,N,V,V,U,600,2,1980,   .,64122,0
H13590,2016,0.99726776,0,N,V,V,U,600,2,1980,   .,64122,0
H13597,2016,0.99726776,0,V,N,O,R,5634,2,1950,>=10,64122,1
H13604,2012,1,0,N,V,V,U,400,2,1960,   .,64122,0
H13651,2012,1,0,N,V,V,U,250,2,1960,   .,64122,0
H13653,2016,0.99726776,0,N,V,V,U,250,2,1960,   .,64122,0
H13767,2012,1,0,N,V,V,U,1084,2,1960,   .,64122,0
H13913,2014,1,0,N,V,V,U,443,2,1960,   .,64122,0
H13922,2013,0,0,N,V,V,U,1729,2,1988,   .,64122,0
H14285,2014,1,0,N,V,V,U,540,2,1988,   .,64122,0
H14523,2015,1,0,N,V,V,U,1200,2,1980,   .,64122,0
H14524,2016,0.99726776,0,N,V,V,U,1200,2,1980,   .,64122,0
H14558,2012,1,0,N,V,V,U,250,2,1980,   .,64122,0
H1515,2012,1,0,V,V,V,U,280,2,,   .,64122,0
H16303,2012,1,0,V,N,O,R,320,2,1930,3,64122,1
H16608,2012,1,0,V,N,O,R,330,2,1900,3,64122,1
H16707,2013,0.580821918,0,V,N,O,R,210,2,1900,2,64122,0
H16925,2014,1,0,V,N,O,R,950,2,1976,4,64122,1
H17330,2013,1,1,V,N,O,R,1320,2,1890,3,64122,1
H17896,2014,1,1,V,N,O,R,3050,2,1970,8,64122,0
H18291,2016,1,1,V,N,O,R,575,2,1900,2,64122,0
H18300,2014,1,1,V,N,O,R,4040,2,1900,3,64122,1
H18452,2015,1,0,V,N,O,R,2900,2,1920,5,64122,0
H18830,2012,0.333333333,0,V,N,O,R,1100,2,1975,7,64122,0
H18831,2014,1,0,V,N,O,R,1100,2,1975,7,64122,0
H1944,2014,1,1,V,N,O,R,620,2,1970,5,64122,0
H1946,2013,1,1,V,N,O,R,714,2,1965,3,64122,1
H2766,2014,0.567123288,0,V,V,V,U,676,2,1960,   .,64122,0
H3334,2013,1,0,V,N,O,R,950,2,1999,4,64122,0
H3888,2013,0.22739726,0,V,V,V,U,350,2,,   .,64122,0
H4359,2014,1,0,V,N,O,R,710,2,1950,5,64122,0
H4587,2014,1,0,V,V,V,U,1832,2,,   .,64122,0
H4670,2013,0.747945205,0,V,V,V,U,388,2,1960,   .,64122,0
H5225,2012,1,1,N,V,V,U,240,2,1960,   .,64122,0
H5227,2014,0.901369863,1,N,V,V,U,240,2,1960,   .,64122,0
H5934,2012,1,0,V,V,V,U,950,2,1960,   .,64122,0
H5935,2016,0.99726776,0,V,V,V,U,950,2,1960,   .,64122,0
H6592,2013,0.890410959,1,N,V,V,U,400,2,1960,   .,64122,0
H7080,2012,1,1,V,N,O,R,400,2,1920,3,64122,0
H7149,2012,0.827868852,0,N,V,V,U,600,2,1988,   .,64122,1
H7401,2013,0.205479452,1,V,V,V,U,250,2,1988,   .,64122,0
H17817,2012,1,1,V,N,O,R,830,2,1985,3,64125,0
H6184,2012,1,0,N,V,V,U,2285,2,1960,   .,64129,0
H6227,2016,0.99726776,0,V,N,O,R,4400,2,2002,4,64129,1
H6313,2016,0.99726776,0,V,V,V,U,750,2,1988,   .,64129,0
H6831,2014,0.504109589,0,N,V,V,U,2900,2,1988,   .,64129,0
H6832,2015,0.994520548,0,N,V,V,U,2900,2,1988,   .,64129,0
H5452,2015,1,0,V,V,V,U,920,2,1988,   .,64140,0
H6604,2012,1,0,V,V,V,U,1330,2,1988,   .,64140,0
H13344,2012,1,0,N,V,V,U,770,2,1988,   .,64160,0
H13407,2015,1,0,N,V,V,U,1518,2,1988,   .,64160,0
H13812,2013,0.084931507,0,V,N,O,R,4400,2,1973,3,64160,0
H18486,2012,0.606557377,0,V,N,O,R,850,2,1970,3,64160,0
H1483,2015,1,0,V,V,V,U,1543,3,1988,   .,64189,0
H19080,2015,1,0,V,N,O,R,2412,3,2010,4,64189,0
H19081,2016,0.99726776,0,V,N,O,R,2412,3,2010,4,64189,1
H5279,2014,1,0,V,V,V,U,2064,3,,   .,64189,0
H5280,2012,1,0,V,V,V,U,4433,3,,   .,64189,1
H5281,2013,0,0,V,V,V,U,4433,3,,   .,64189,0
H6912,2016,0.99726776,0,V,N,O,R,375,3,1800,3,64189,0
H7110,2016,0.99726776,0,N,V,V,U,1617,3,1988,   .,64189,0
H15916,2016,0.99726776,0,V,N,O,R,650,2,1954,2,64191,0
H5573,2013,1,0,V,V,V,U,300,2,1988,   .,64237,0
H13605,2013,1,0,N,V,V,U,440,2,1960,   .,64249,0
H14709,2016,0.99726776,0,N,V,V,U,544,2,1988,   .,64249,0
H3749,2013,1,0,V,V,V,U,1222,2,,   .,64249,1
H3751,2014,1,0,V,V,V,U,2427,2,,   .,64249,0
H5477,2014,1,0,V,N,O,R,240,2,1950,3,64249,0
H6255,2013,1,0,N,V,V,U,475,2,,   .,64249,0
H6256,2016,0.967213115,0,N,V,V,U,475,2,,   .,64249,0
H2619,2015,1,0,V,V,V,U,663,2,1960,   .,64256,1
H19942,2016,0.344262295,0,V,N,O,R,5630,2,1990,6,64260,1
H7102,2012,1,0,V,N,O,R,1350,2,1971,4,64260,0
H7103,2014,1,0,V,N,O,R,1350,2,1971,4,64260,0
H18198,2012,0.75136612,0,V,N,O,R,5354,2,2008,5,64348,1
H133,2014,1,0,N,V,V,U,956,2,1960,   .,64407,0
H134,2015,1,0,N,V,V,U,956,2,1960,   .,64407,0
H6573,2013,1,0,V,N,O,R,1800,2,2003,2,64407,0
H16164,2014,1,0,V,N,O,R,1576,2,1900,5,64417,1
H16165,2015,1,0,V,N,O,R,1576,2,1900,5,64417,1
H19502,2015,1,0,V,N,O,R,340,2,1960,3,64422,0
H2411,2014,1,0,V,N,O,R,1200,2,1900,5,64422,1
H267,2015,1,0,V,N,O,R,1445,2,1970,4,64422,0
H3691,2013,0.912328767,0,N,V,V,U,1500,2,,   .,64422,0
H3867,2014,1,0,V,N,O,R,1000,2,1970,6,64422,0
H3868,2015,1,0,V,N,O,R,1000,2,1970,6,64422,1
H6654,2012,1,0,V,N,O,R,1650,2,1975,5,64422,1
H6715,2012,1,0,V,N,O,R,3007,2,2003,5,64422,0
H18975,2014,1,0,V,N,O,R,1560,2,2006,2,64430,0
H4213,2013,1,0,V,N,O,R,1340,2,1995,4,64430,0
H4296,2012,1,0,V,N,O,R,1780,2,1990,4,64430,0
H4297,2015,1,0,V,N,O,R,1780,2,1990,4,64430,0
H14267,2013,1,0,N,V,V,U,660,3,1960,   .,64445,0
H15492,2013,1,0,V,N,O,R,1129,3,1988,6,64445,0
H15650,2013,1,0,V,N,O,R,15580,3,1900,5,64445,1
H15651,2014,1,0,V,N,O,R,15580,3,1900,5,64445,0
H15652,2016,0.663934426,0,V,N,O,R,15580,3,1900,5,64445,1
H17697,2012,1,0,V,N,O,R,1300,3,1960,5,64445,0
H18071,2016,0.99726776,0,V,N,O,R,860,3,1940,4,64445,0
H18902,2012,0.295081967,0,V,N,O,R,2060,3,2011,5,64445,0
H19320,2013,0.167123288,0,V,N,O,R,300,3,1900,3,64445,0
H19322,2016,0.99726776,0,V,N,O,R,300,3,1900,3,64445,0
H19428,2014,1,0,V,N,O,R,2409,3,1996,5,64445,1
H19429,2016,0.99726776,0,V,N,O,R,2409,3,1996,5,64445,0
H19449,2015,1,0,V,N,O,R,1235,3,2013,4,64445,0
H2399,2012,1,0,V,N,O,R,1610,3,1973,7,64445,1
H2400,2015,1,0,V,N,O,R,1610,3,1973,7,64445,1
H3076,2013,1,0,V,N,O,R,311,3,1920,4,64445,0
H3362,2013,1,0,N,V,V,U,2500,3,1960,   .,64445,0
H4754,2012,1,0,V,V,V,U,2695,3,1980,   .,64445,0
H4755,2013,1,0,V,V,V,U,2695,3,1980,   .,64445,0
H4857,2015,1,0,V,N,O,R,1700,3,1960,5,64445,0
H4934,2015,0.2,0,N,V,V,U,1000,3,1988,   .,64445,0
H5234,2013,0.906849315,0,V,V,V,U,367,3,1960,   .,64445,0
H5274,2014,1,0,V,N,O,R,580,3,1930,3,64445,0
H5317,2014,1,0,V,N,O,R,2604,3,1980,5,64445,1
H5318,2012,1,0,N,V,V,U,487,3,1960,   .,64445,0
H5319,2015,1,0,N,V,V,U,1754,3,1960,   .,64445,0
H5476,2016,1,0,N,V,V,U,400,3,1960,   .,64445,0
H5526,2013,1,0,N,V,V,U,850,3,1960,   .,64445,0
H5554,2016,0.99726776,0,N,V,V,U,4000,3,1980,   .,64445,0
H5579,2012,1,0,V,V,V,U,1920,3,1960,   .,64445,1
H576,2012,1,1,V,V,V,U,4998,3,1980,   .,64445,0
H6087,2013,1,0,V,N,O,R,1485,3,1960,5,64445,0
H6334,2012,1,0,N,V,V,U,270,3,1980,   .,64445,1
H6678,2012,1,0,N,V,V,U,500,3,1980,   .,64445,0
H6343,2013,1,0,V,N,O,R,1197,2,1970,3,64453,0
H6344,2014,1,0,V,N,O,R,1197,2,1970,3,64453,0
H12769,2013,1,0,N,V,V,U,270,3,1960,   .,64483,0
H14060,2012,1,0,N,V,V,U,560,3,1980,   .,64483,0
H14061,2013,1,0,N,V,V,U,560,3,1980,   .,64483,0
H14062,2015,1,0,N,V,V,U,560,3,1980,   .,64483,0
H14063,2016,1,0,N,V,V,U,560,3,1980,   .,64483,0
H1412,2013,0.663013699,0,N,V,V,U,380,3,,   .,64483,0
H14435,2015,1,0,N,V,V,U,620,3,1980,   .,64483,0
H14872,2013,1,0,N,V,V,U,800,3,1960,   .,64483,0
H15382,2016,1,0,V,N,O,R,336,3,1700,3,64483,0
H16228,2014,1,0,V,N,O,R,1260,3,1991,5,64483,1
H16229,2015,1,0,V,N,O,R,1260,3,1991,5,64483,1
H16802,2012,1,1,V,N,O,R,900,3,1930,4,64483,0
H16803,2013,0.109589041,1,V,N,O,R,900,3,1930,4,64483,0
H19023,2016,0.99726776,0,V,N,O,R,400,3,1900,2,64483,0
H1945,2013,0.438356164,0,V,V,V,U,403,3,,   .,64483,0
H1952,2013,1,0,V,V,V,U,640,3,1960,   .,64483,0
H1956,2015,1,0,V,V,V,U,805,3,,   .,64483,0
H3616,2015,1,0,V,V,V,U,657,3,,   .,64483,0
H3638,2015,1,0,V,V,V,U,2750,3,,   .,64483,1
H3639,2016,0.99726776,0,V,V,V,U,2750,3,,   .,64483,1
H3654,2012,1,0,V,V,V,U,2090,3,,   .,64483,0
H3655,2013,1,0,V,N,O,R,3355,3,1970,9,64483,1
H3680,2013,0,0,V,N,O,R,2347,3,1970,>=10,64483,0
H3692,2013,0,0,V,V,V,U,4074,3,,   .,64483,1
H3693,2013,1,0,V,V,V,U,2340,3,,   .,64483,0
H3759,2015,1,0,V,N,O,R,6000,3,1900,7,64483,1
H3939,2013,1,0,V,V,V,U,910,3,1960,   .,64483,0
H4102,2012,1,0,V,N,O,R,712,3,1900,2,64483,1
H4146,2016,1,0,N,V,V,U,480,3,,   .,64483,0
H4203,2013,1,0,V,V,V,U,800,3,,   .,64483,0
H4320,2015,1,0,V,V,V,U,1056,3,,   .,64483,1
H4382,2012,1,1,V,V,V,U,450,3,1988,   .,64483,0
H4383,2013,0.824657534,1,V,V,V,U,450,3,1988,   .,64483,0
H4425,2013,1,0,V,V,V,U,360,3,,   .,64483,0
H4636,2016,0.99726776,0,N,V,V,U,385,3,,   .,64483,0
H5048,2015,1,0,V,V,V,U,649,3,,   .,64483,0
H5049,2016,1,0,V,V,V,U,649,3,,   .,64483,0
H5209,2012,1,0,V,V,V,U,336,3,,   .,64483,0
H5219,2013,0,0,V,N,O,R,760,3,1970,4,64483,0
H5419,2014,1,0,V,V,V,U,2700,3,,   .,64483,0
H5420,2016,0.99726776,0,V,V,V,U,2700,3,,   .,64483,0
H6368,2015,0.41369863,0,V,N,O,R,690,3,1900,3,64483,0
H6401,2012,1,0,V,V,V,U,590,3,1980,   .,64483,0
H6402,2013,1,0,V,V,V,U,590,3,1980,   .,64483,1
H6403,2013,0,0,V,N,O,R,1200,3,1970,5,64483,0
H6505,2014,1,0,N,V,V,U,1754,3,1988,   .,64483,0
H7049,2016,0.99726776,0,V,N,O,R,2800,3,1980,8,64483,0
H7321,2013,1,0,V,V,V,U,3375,3,1960,   .,64483,1
H7322,2015,1,0,V,V,V,U,3375,3,1960,   .,64483,1
H12848,2015,1,0,N,V,V,U,1700,2,1988,   .,64545,0
H15464,2014,1,0,V,N,O,R,600,2,2005,4,64545,0
H16748,2013,1,0,V,N,O,R,5000,2,2008,2,64545,0
H515,2013,1,0,V,V,V,U,475,2,,   .,64545,0
H18450,2014,0.832876712,1,V,N,O,R,2000,2,1982,5,65017,0
H18632,2015,1,1,V,N,O,R,2000,2,1979,4,65017,0
H18787,2016,0.99726776,1,V,N,O,R,1650,2,1978,6,65017,0
H18879,2012,0.166666667,1,V,N,O,R,1500,2,1978,3,65017,0
H18880,2015,1,1,V,N,O,R,1500,2,1978,3,65017,0
H18998,2014,1,1,V,N,O,R,1250,2,1977,3,65017,0
H19005,2014,1,1,V,N,O,R,1560,2,1976,4,65017,0
H14886,2013,0.871232877,0,N,V,V,U,400,2,1980,   .,65059,1
H19003,2013,1,1,V,N,O,R,1049,2,2003,3,65195,0
H18449,2014,0.747945205,1,V,N,O,R,2458,2,2004,2,65282,0
H18945,2015,1,1,V,N,O,R,2499,2,2004,4,65282,0
H14064,2013,1,0,V,N,O,R,3770,2,2002,5,65388,0
H14065,2016,0.418032787,0,V,N,O,R,3770,2,2002,5,65388,0
H18743,2012,0.333333333,1,V,N,O,R,2790,2,1973,8,65388,0
H18946,2015,1,1,V,N,O,R,1394,2,1980,4,65388,1
H5134,2016,0.99726776,0,N,V,V,U,695,2,1988,   .,65388,0
H16359,2013,0.884931507,0,V,N,O,R,1005,2,1950,2,65440,0
H16532,2014,1,0,V,N,O,R,3060,2,2003,4,65440,0
H18702,2014,1,0,V,N,O,R,1351,4,2012,2,65440,0
H2303,2013,0,0,V,V,V,U,300,4,,   .,65440,0
H2304,2015,0,0,V,V,V,U,300,4,,   .,65440,0
H2305,2016,0,0,V,V,V,U,300,4,,   .,65440,0
H368,2012,1,0,V,V,V,U,580,2,1980,   .,65440,0
H369,2014,1,0,V,V,V,U,580,2,1980,   .,65440,0
H14050,2012,1,1,V,N,O,R,1940,2,1979,2,66004,0
H14051,2014,1,1,V,N,O,R,1940,2,1979,2,66004,0
H2736,2012,1,0,V,V,V,U,407,2,1960,   .,66008,0
H15028,2013,1,1,V,N,O,R,1805,2,2007,4,66020,0
H15406,2015,1,1,V,N,O,R,3200,2,1982,4,66020,0
H13561,2012,1,1,N,V,V,U,691,2,1988,   .,66025,0
H17497,2015,0.495890411,0,V,N,O,R,1400,2,1998,4,66037,0
H17498,2013,1,0,V,N,O,R,1512,2,2008,4,66037,0
H17499,2013,1,0,V,N,O,R,767,2,2007,4,66037,0
H18348,2013,1,0,V,N,O,R,630,2,1961,2,66037,1
H18349,2015,1,0,V,N,O,R,630,2,1961,2,66037,0
H18588,2012,0.584699454,0,V,N,O,R,1538,2,2000,4,66037,0
H18958,2014,1,0,V,N,O,R,13004,2,1984,4,66037,0
H2284,2012,1,0,V,V,V,U,280,2,1960,   .,66037,0
H2285,2015,1,0,V,V,V,U,280,2,1960,   .,66037,0
H2286,2016,0.99726776,0,V,V,V,U,280,2,1960,   .,66037,1
H7258,2013,1,0,V,N,O,R,3255,2,2003,4,66037,0
H14705,2013,1,0,N,V,V,U,80,2,1960,   .,66048,0
H14706,2015,0.747945205,0,N,V,V,U,80,2,1960,   .,66048,0
H19471,2015,1,0,V,N,O,R,1359,2,2014,3,66065,0
H15112,2012,1,1,V,N,O,R,650,2,2008,3,66072,0
H15113,2014,1,1,V,N,O,R,650,2,2008,3,66072,0
H6852,2013,1,1,N,V,V,U,440,2,1988,   .,66072,0
H5160,2014,1,0,V,N,O,R,350,2,1846,5,66119,0
H14909,2012,1,1,V,N,O,R,4142,2,1975,4,66124,0
H6694,2016,0.99726776,1,V,N,O,R,815,2,1989,4,66124,0
H13994,2013,1,1,V,N,O,R,999,2,2007,3,66130,0
H14481,2012,1,1,V,N,O,R,999,2,2008,3,66130,0
H14482,2012,1,1,V,N,O,R,999,2,2008,3,66130,0
H14497,2013,0.523287671,1,N,V,V,U,315,2,1988,   .,66130,0
H14498,2013,0.523287671,1,N,V,V,U,315,2,1988,   .,66130,0
H14601,2013,1,1,V,N,O,R,750,2,2008,3,66130,0
H15776,2012,1,1,V,N,O,R,935,2,2007,2,66130,0
H15840,2013,1,1,V,N,O,R,1350,2,2007,2,66130,1
H15841,2015,1,1,V,N,O,R,1350,2,2007,2,66130,0
H19174,2016,1,1,V,N,O,R,999,2,2007,3,66130,0
H19339,2014,1,1,V,N,O,R,880,2,1960,4,66130,0
H19340,2016,0.99726776,1,V,N,O,R,880,2,1960,4,66130,0
H13574,2014,1,0,N,V,V,U,1991,2,1988,   .,66136,1
H13614,2012,1,0,N,V,V,U,230,2,1988,   .,66136,0
H13789,2014,1,0,N,V,V,U,430,2,1960,   .,66136,0
H14244,2013,1,0,V,N,O,R,895,2,1950,4,66136,1
H14297,2012,1,0,V,N,O,R,670,2,1960,4,66136,0
H14324,2014,1,0,V,N,O,R,570,2,1960,3,66136,0
H14907,2016,1,0,V,N,O,R,2450,2,1991,6,66136,0
H15446,2015,1,0,V,N,O,R,840,2,1950,3,66136,1
H15533,2016,0.99726776,0,V,N,O,R,460,2,2005,3,66136,0
H15800,2013,0.021917808,0,V,N,O,R,800,2,1975,3,66136,0
H16025,2014,1,0,V,N,O,R,1200,2,2010,3,66136,0
H16090,2014,1,1,V,N,O,R,550,2,1900,5,66136,1
H16448,2013,1,0,V,N,O,R,350,2,1955,3,66136,0
H16449,2014,1,0,V,N,O,R,350,2,1955,3,66136,1
H16587,2015,0.246575342,0,V,N,O,R,330,2,2001,3,66136,0
H16604,2012,1,1,V,N,O,R,169,2,1930,3,66136,0
H16607,2014,1,1,V,N,O,R,6005,2,2003,1,66136,1
H16658,2013,1,0,V,N,O,R,380,2,2009,2,66136,0
H16659,2016,0.99726776,0,V,N,O,R,380,2,2009,2,66136,0
H17080,2013,0.161643836,0,V,N,O,R,245,2,2006,3,66136,0
H17749,2014,1,1,V,N,O,R,10438,2,2011,4,66136,1
H17750,2015,1,1,V,N,O,R,10438,2,2011,4,66136,0
H17751,2016,0.99726776,1,V,N,O,R,10438,2,2011,4,66136,0
H17960,2012,1,0,V,N,O,R,8670,2,1971,7,66136,0
H17969,2016,0.99726776,0,V,N,O,R,1423,2,2011,4,66136,0
H18919,2013,0.882191781,0,V,N,O,R,277,2,1992,3,66136,0
H19315,2014,1,0,V,N,O,R,300,2,2010,2,66136,0
H19432,2014,0.942465753,0,V,N,O,R,1035,2,2000,3,66136,0
H3271,2013,1,0,V,V,V,U,1500,2,1980,   .,66136,0
H3272,2015,1,0,V,V,V,U,1500,2,1980,   .,66136,0
H4036,2014,1,0,V,N,O,R,450,2,1970,3,66136,0
H489,2014,1,0,V,N,O,R,500,2,1900,3,66136,0
H490,2015,1,0,V,N,O,R,500,2,1900,3,66136,0
H6525,2012,1,0,N,V,V,U,500,2,1988,   .,66136,0
H6686,2012,1,0,N,V,V,U,380,2,1980,   .,66136,0
H6687,2013,0.052054795,0,N,V,V,U,380,2,1980,   .,66136,0
H7442,2012,1,1,V,N,O,R,415,2,1988,3,66136,0
H7443,2013,1,1,V,N,O,R,415,2,1988,3,66136,0
H16392,2013,1,1,V,N,O,R,630,2,2010,4,66147,1
H16393,2014,1,1,V,N,O,R,630,2,2010,4,66147,0
H16598,2013,0.756164384,0,V,N,O,R,450,2,1994,4,66148,0
H15444,2012,1,0,V,N,O,R,1150,2,1960,4,66164,0
H15445,2016,1,0,V,N,O,R,1150,2,1960,4,66164,0
H12661,2015,1,0,N,V,V,U,5312,2,1988,   .,66171,0
H16291,2015,1,0,V,N,O,R,4783,2,2007,3,66172,0
H16077,2014,1,0,V,N,O,R,200,2,1900,2,66180,0
H16399,2016,1,0,V,N,O,R,5860,2,1986,3,66182,0
H16557,2012,1,0,V,N,O,R,2000,2,1984,1,66182,1
H16558,2016,0.99726776,0,V,N,O,R,2000,2,1984,1,66182,0
H16937,2013,1,0,V,N,O,R,2051,2,1990,2,66182,0
H16938,2014,1,0,V,N,O,R,2051,2,1990,2,66182,1
H16939,2015,1,0,V,N,O,R,2051,2,1990,2,66182,0
H17359,2014,1,0,V,N,O,R,2896,2,1999,2,66182,0
H17360,2015,1,0,V,N,O,R,1000,2,1990,3,66182,0
H17529,2013,1,0,V,N,O,R,858,2,1995,2,66182,0
H17530,2014,1,0,V,N,O,R,858,2,1995,2,66182,0
H5126,2014,1,0,V,V,V,U,400,2,1988,   .,66182,0
H17685,2013,0.747945205,0,V,N,O,R,5600,2,1994,2,66196,1
H4262,2015,1,0,V,N,O,R,1491,2,1990,2,66210,0
H19212,2016,0.99726776,1,V,N,O,R,680,2,1940,5,66218,0
H13199,2013,0.789041096,0,N,V,V,U,1090,2,1960,   .,67010,0
H16370,2012,1,0,V,N,O,R,4900,2,1985,5,67118,1
H5583,2012,1,0,V,V,V,U,900,2,1988,   .,67130,0
H7031,2014,0.821917808,1,N,V,V,U,2000,2,1988,   .,67130,0
H5584,2012,1,0,N,V,V,U,555,2,,   .,67152,0
H16821,2016,0.99726776,0,V,N,O,R,1600,2,1999,5,67169,0
H13221,2016,0.994535519,0,N,V,V,U,1100,2,1988,   .,67180,0
H14006,2014,1,0,N,V,V,U,840,2,1988,   .,67180,0
H14007,2015,1,0,N,V,V,U,840,2,1988,   .,67180,0
H14008,2016,0.494535519,0,N,V,V,U,840,2,1988,   .,67180,0
H15184,2013,1,1,V,N,O,R,1750,2,2008,2,67180,0
H3301,2012,0.153005464,0,V,V,V,U,408,2,,   .,67194,0
H3269,2014,1,0,V,N,O,R,2160,2,1980,3,67204,0
H14749,2012,1,1,V,N,O,R,2050,2,1986,5,67218,0
H16702,2015,0.495890411,1,V,N,O,R,5100,2,1990,6,67218,0
H2276,2013,1,0,V,V,V,U,3489,2,,   .,67218,0
H6837,2013,1,0,N,V,V,U,1450,2,1980,   .,67218,0
H14429,2013,1,0,N,V,V,U,830,2,1960,   .,67261,0
H2844,2013,0.084931507,0,V,N,O,R,1520,2,1995,5,67268,0
H5585,2014,1,0,N,V,V,U,1900,2,,   .,67356,0
H7226,2013,1,1,V,V,V,U,900,2,1980,   .,67389,0
H14727,2015,1,0,V,N,O,R,1550,2,1960,3,67414,0
H6640,2012,1,0,N,V,V,U,804,2,1980,   .,67434,0
H6641,2014,1,0,N,V,V,U,804,2,1980,   .,67434,0
H1807,2015,1,1,V,V,V,U,420,2,1960,   .,67447,0
H2047,2014,1,0,V,V,V,U,450,2,1980,   .,67447,0
H2274,2012,1,0,V,V,V,U,550,2,,   .,67447,0
H2275,2016,0.99726776,0,V,V,V,U,550,2,,   .,67447,1
H2974,2015,1,0,V,N,O,R,710,2,1900,4,67447,0
H7135,2013,0.747945205,1,N,V,V,U,933,2,1960,   .,67447,0
H7438,2012,1,0,V,V,V,U,747,2,1960,   .,67447,0
H7439,2013,1,0,V,V,V,U,747,2,1960,   .,67447,0
H1301,2016,0.99726776,0,V,V,V,U,1880,3,1960,   .,67482,0
