Index,Employed,Bank Balance,Annual Salary,Defaulted?
4857,1,0,624831.48,0
4858,1,10258.92,470283.6,0
4859,1,9554.04,327340.8,0
4860,1,12538.32,500714.76,0
4861,1,20288.04,664953.12,0
4862,1,11228.52,408804.6,0
4863,1,3677.52,441751.56,0
4864,1,8381.28,262836.48,0
4865,1,11687.88,551292.24,0
4866,1,5460.24,547337.76,0
4867,0,13604.4,313431.6,0
4868,1,7178.28,512813.28,0
4869,1,7385.76,549514.8,0
4870,1,15241.56,573810.72,0
4871,1,11483.04,610012.92,0
4872,0,13140.96,217052.64,0
4873,1,1722.72,652935.12,0
4874,0,7248.72,254252.52,0
4875,1,0,467449.32,0
4876,1,0,453902.64,0
4877,0,14159.88,227452.68,0
4878,1,4051.8,441444.24,0
4879,1,10267.2,484952.76,0
4880,1,5250.96,668651.64,0
4881,0,7161.72,208768.2,0
4882,0,20704.68,238991.16,0
4883,1,7434.48,468594,0
4884,1,7535.88,675193.8,0
4885,1,2238.24,440610.12,0
4886,0,13116.36,146148.48,0
4887,1,8211.24,509254.92,0
4888,1,11557.08,397323.6,0
4889,1,2286,644287.08,0
4890,1,819.72,627886.8,0
4891,1,16043.64,397785.24,0
4892,1,4469.16,644343.6,0
4893,1,13140.36,435389.64,0
4894,1,9757.56,711713.76,0
4895,1,380.4,506299.92,0
4896,1,7869.96,447210.96,0
4897,1,16082.88,449571.84,0
4898,1,10575.12,500746.2,0
4899,1,8216.64,335414.4,0
4900,1,13900.56,732657.12,0
4901,1,11343.24,464862.48,0
4902,0,5586.96,187507.56,0
4903,1,11995.56,616628.4,0
4904,1,13724.16,576538.8,0
4905,0,8032.56,201662.28,0
4906,0,10067.64,256889.4,0
4907,0,16616.88,277004.04,0
4908,0,16812.84,261735.24,0
4909,1,19094.28,450017.88,0
4910,1,648.6,559945.32,0
4911,1,10355.04,441290.64,0
4912,1,8546.52,354557.88,0
4913,1,10907.16,489085.08,0
4914,1,9348.96,380531.64,0
4915,0,1192.56,200703,0
4916,1,12972,388134.96,0
4917,1,13491,330253.8,0
4918,1,11080.92,397466.64,0
4919,1,13154.64,367839.12,0
4920,1,11996.04,617051.76,0
4921,1,0,199219.68,0
4922,0,6213.84,152086.92,0
4923,1,17542.68,462708.84,0
4924,1,8388.6,500673.72,0
4925,0,14892.72,55974.84,0
4926,1,16569,631978.56,0
4927,1,6743.52,486664.92,0
4928,1,13473,565689.96,0
4929,0,8834.88,165078.6,0
4930,1,7721.76,551110.68,0
4931,1,13693.92,531998.52,0
4932,0,15286.68,241253.16,0
4933,0,15672.6,249316.68,0
4934,0,10091.88,184874.52,0
4935,1,3471,558606.36,0
4936,1,9097.56,398646.96,0
4937,1,11168.64,558015.36,0
4938,0,26125.8,211917,1
4939,1,0,298715.04,0
4940,0,6789.96,252506.76,0
4941,1,12913.56,283590.24,0
4942,0,12382.44,224021.76,0
4943,0,9220.8,185014.08,0
4944,0,8285.04,231284.76,0
4945,1,5638.08,615699.84,0
4946,1,7414.32,602133.24,0
4947,0,21348.6,188277.36,0
4948,1,0,572036.4,0
4949,1,23139.36,425905.56,1
4950,1,13484.64,674612.16,0
4951,1,9535.8,492403.08,0
4952,0,17136.84,237819.48,0
4953,1,12345.24,484161.96,1
4954,1,12074.4,606021.12,0
4955,1,8301,545051.64,0
4956,1,6298.08,495221.04,0
4957,1,5926.92,448910.16,0
4958,1,18251.76,450126.48,0
4959,1,7980.48,564747,0
4960,0,18245.28,221549.16,0
4961,1,13137.36,410290.56,0
4962,1,8821.08,539199.84,0
4963,1,8180.28,399925.32,0
4964,1,4512.36,608979.24,0
4965,1,24455.28,516192.84,1
4966,0,19562.4,170791.92,0
4967,0,0,262580.52,0
4968,1,2213.16,440779.56,0
4969,1,4195.92,472695.84,0
4970,1,8082.72,590036.76,0
4971,1,992.64,504581.28,0
4972,1,14965.44,606478.92,0
4973,0,7687.68,350839.56,0
4974,1,3281.4,629913,0
4975,1,0,424525.68,0
4976,1,9645.96,401013.24,0
4977,1,14980.56,449638.32,0
4978,1,0,484179.72,0
4979,0,15686.4,232578.48,0
4980,1,0,549520.68,0
4981,1,14233.2,604247.16,0
4982,0,12450.84,225234.96,0
4983,0,22536,209678.16,1
4984,1,8834.76,435763.56,0
4985,1,3121.92,402620.64,0
4986,0,13244.16,170708.64,0
4987,0,10632.72,124543.68,0
4988,1,2653.92,516874.68,0
4989,1,13176.72,352834.44,0
4990,1,0,464240.16,0
4991,1,9923.4,563352.6,0
4992,1,6839.64,467784.24,0
4993,1,15792.72,543702.72,0
4994,1,1040.76,615090.96,0
4995,1,17506.08,298206.96,0
4996,1,14921.4,494218.8,0
4997,1,9489.12,502909.32,0
4998,1,23966.04,603283.2,0
4999,1,11530.92,351653.52,0
5000,1,7762.32,346041.12,0
5001,0,3451.8,185296.44,0
5002,1,7568.04,675201.12,0
5003,1,7326,343968.48,0
5004,1,14690.76,413882.76,0
5005,1,3922.44,585072.36,0
5006,0,3903.36,187730.88,0
5007,0,7485.12,230303.64,0
5008,1,16733.76,529110.6,0
5009,1,11149.08,426861.36,0
5010,1,10652.88,521746.68,0
5011,1,0,319183.68,0
5012,0,1526.64,117618,0
5013,1,11836.32,500256.72,0
5014,0,17163.96,250163.52,0
5015,1,12316.32,674185.56,1
5016,1,6672.24,404460.96,0
5017,1,12221.28,647547.36,0
5018,0,13004.52,204486.24,0
5019,1,19233.72,416403.24,0
5020,1,11056.2,571331.52,0
5021,0,9233.4,260615.28,0
5022,0,3477.96,166975.2,0
5023,1,11464.08,555721.32,0
5024,1,4653.48,464944.32,0
5025,0,16091.64,224711.4,0
5026,1,15034.68,427052.64,0
5027,1,5224.68,394887.96,0
5028,1,5892.6,446634.24,0
5029,1,13350.12,531580.68,0
5030,1,9947.76,668361.6,0
5031,1,6820.2,467567.52,0
5032,0,8068.92,198101.16,0
5033,1,11181.36,447364.92,0
5034,0,11793.24,289746.36,0
5035,0,8238.36,309357.36,0
5036,1,12834.36,416328,0
5037,1,10367.4,205909.92,0
5038,0,11717.4,126498.84,0
5039,1,19038,587111.16,1
5040,1,6529.56,598806.96,0
5041,1,2387.16,605565.36,0
5042,1,12314.28,428225.76,0
5043,1,15810.72,488781.12,0
5044,1,0,399869.76,0
5045,1,4303.32,572265.6,0
5046,0,18136.44,179791.2,0
5047,1,4319.04,626977.44,0
5048,0,6352.08,206949.6,0
5049,0,10662.72,261842.64,0
5050,1,23451.96,420810.36,1
5051,1,1581,443373.36,0
5052,1,6226.8,554310.6,0
5053,0,19119.96,138848.76,0
5054,0,17676.36,217307.52,1
5055,1,18335.04,535688.88,0
5056,1,16198.92,577236.36,0
5057,1,4462.56,560190.6,0
5058,1,9096.24,663343.08,0
5059,1,15681.96,690736.92,0
5060,1,7270.2,706714.92,0
5061,1,13022.88,261669.48,0
5062,0,18986.76,242576.28,0
5063,1,12941.76,491331.24,0
5064,1,8539.92,428894.4,0
5065,1,14453.52,473024.52,0
5066,0,10622.52,224324.76,0
5067,1,21550.56,310542.24,0
5068,1,2771.04,433672.92,0
5069,0,12462.72,204669.6,0
5070,1,8777.76,226119.24,0
5071,1,20810.76,451459.56,0
5072,1,7686.24,363931.32,0
5073,1,2617.32,465193.32,0
5074,1,10948.68,322286.04,0
5075,1,8712.48,507269.28,0
5076,1,4903.44,427471.2,0
5077,1,3716.88,400002.72,0
5078,1,16711.44,648326.4,0
5079,0,7044.48,191277.84,0
5080,1,10779.24,578806.56,0
5081,1,3910.08,448712.16,0
5082,1,10752.36,365424.48,0
5083,1,9645.12,576163.32,0
5084,1,6110.4,556420.68,0
5085,0,12372.24,198823.56,0
5086,1,9388.92,417967.56,0
5087,1,14020.56,508657.44,0
5088,1,6739.44,435201.72,0
5089,1,10206.24,428205.96,0
5090,1,9030.12,227524.44,0
5091,1,2946.12,375686.88,0
5092,1,20805.84,315966.12,1
5093,1,7088.04,714890.64,0
5094,0,8538.96,213369.12,0
5095,0,9982.2,237568.32,0
5096,1,16136.52,314584.68,0
5097,1,2696.28,660487.32,0
5098,1,4340.88,648856.08,0
5099,1,15873.72,576199.44,0
5100,1,12520.44,336951.12,0
5101,1,17706.24,583844.16,0
5102,1,9744.96,501855.6,0
5103,0,3453.48,156720.12,0
5104,1,9303.72,464655,0
5105,1,4135.44,518958.96,0
5106,0,4469.16,206916.6,0
5107,0,25062.36,216939.96,0
5108,1,11356.8,369240.84,0
5109,1,8104.56,443058.96,0
5110,1,12153.24,436874.88,0
5111,0,12143.28,222111.6,0
5112,1,5428.44,713149.44,0
5113,1,13109.88,367856.28,0
5114,1,858.96,739059,0
5115,1,15828.48,693226.8,0
5116,1,3195.36,494451.48,0
5117,1,4451.52,303856.2,0
5118,1,10184.64,499031.4,0
5119,1,6088.8,424240.92,0
5120,0,3207.96,236384.52,0
5121,1,5050.8,477176.4,0
5122,1,1555.2,626030.76,0
5123,1,3926.88,480739.44,0
5124,1,8136.84,765501.84,0
5125,0,2389.56,238963.2,0
5126,1,14588.4,403187.64,0
5127,1,5528.16,445551.24,0
5128,0,15608.64,111198.36,0
5129,1,6414.84,447372.48,0
5130,1,15702.36,686290.44,0
5131,1,6084.84,513038.28,0
5132,1,2367.96,294745.44,0
5133,0,9837.96,196956,0
5134,1,0,684043.08,0
5135,1,17877.36,363559.32,0
5136,1,6978.24,637206.84,0
5137,0,3435.48,234643.68,0
5138,1,4462.44,551398.92,0
5139,0,11913.36,199023.84,0
5140,0,9097.68,285102.96,0
5141,1,14090.28,426401.76,0
5142,0,14353.2,286214.64,0
5143,1,7358.76,415974.84,0
5144,1,11627.64,405158.28,0
5145,0,13815.6,172617.24,0
5146,1,10184.4,422314.08,0
5147,0,11869.08,243144.24,0
5148,1,1112.88,488671.08,0
5149,1,19859.16,398157.36,0
5150,1,2550,643433.76,0
5151,1,886.68,531706.92,0
5152,1,8305.92,451107.12,0
5153,1,11490.96,483789.24,0
5154,1,828.24,498798.96,0
5155,1,16729.56,515052.24,0
5156,1,15814.44,439330.68,0
5157,1,7225.2,642644.64,0
5158,1,5161.44,493263.48,0
5159,1,2543.76,401378.88,0
5160,1,6529.68,406338.6,0
5161,0,11326.08,200421.36,0
5162,1,16946.28,447396.12,1
5163,1,16997.28,397194,0
5164,1,2319.36,448519.8,0
5165,1,10286.88,805488.72,0
5166,1,13584.96,356583.6,0
5167,1,17872.32,453100.92,0
5168,1,18328.32,407082.36,0
5169,0,17124.6,219222.36,0
5170,1,11578.32,524939.76,0
5171,1,3913.8,395039.64,0
5172,1,10395.6,791183.4,0
5173,1,7513.92,408094.92,0
5174,1,10034.28,519301.8,0
5175,1,9918.72,532461,0
5176,1,1225.44,399602.28,0
5177,1,19311.6,633035.64,0
5178,0,1685.52,134154,0
5179,1,13775.76,249196.8,0
5180,1,10263.48,428988.36,0
5181,1,20186.4,436403.88,0
5182,1,8277.84,363657.36,0
5183,1,20472.6,394808.52,0
5184,1,5754.24,524923.44,0
5185,0,9184.32,143716.92,0
5186,1,10731.96,543008.76,0
5187,1,11923.8,321227.52,0
5188,0,4541.88,223917.24,0
5189,0,6912.84,162439.32,0
5190,0,25363.56,253208.64,1
5191,1,6512.4,491954.52,0
5192,0,5923.56,246002.52,0
5193,1,0,351871.56,0
5194,1,14226.96,573390,0
5195,0,20638.44,269182.32,0
5196,1,5949,532336.68,0
5197,1,6406.68,405429,0
5198,1,1801.68,463324.56,0
5199,0,15586.8,179703.12,0
5200,1,11486.88,692380.92,0
5201,1,10043.16,612383.28,0
5202,0,16808.4,276999.12,0
5203,1,10287.96,308906.04,0
5204,1,10521.24,591494.04,0
5205,1,11751.84,330418.92,0
5206,0,5900.4,100226.52,0
5207,1,19460.52,455645.64,0
5208,1,7723.44,531012.24,0
5209,0,4125.6,239661.36,0
5210,1,20534.04,222949.2,1
5211,1,14040.36,399991.56,0
5212,0,7658.4,175696.56,0
5213,0,17494.08,221963.16,0
5214,1,4606.32,380996.16,0
5215,1,7416.36,533034.6,0
5216,1,6782.64,348188.64,0
5217,1,3481.8,394350.72,0
5218,0,6923.28,273610.44,0
5219,1,7597.56,648412.32,0
5220,0,16207.56,142259.76,0
5221,0,10722.72,276405.72,0
5222,0,10743.84,250432.32,0
5223,1,17646.84,533883.84,0
5224,1,9471.12,526024.08,0
5225,1,2625.24,624895.92,0
5226,0,6380.28,189534.96,0
5227,0,15222.48,256042.68,0
5228,1,0,408483.72,0
5229,1,12558.72,318665.88,0
5230,1,4679.88,348385.32,0
5231,1,7706.76,429600.96,0
5232,1,4703.88,420154.44,0
5233,1,17804.28,699726.12,0
5234,0,5262.84,209269.32,0
5235,1,10774.32,570690.24,0
5236,1,0,500320.68,0
5237,0,9319.68,184066.68,0
5238,1,1349.64,411840.36,0
5239,1,7613.76,680713.44,0
5240,1,9503.4,574638.24,0
5241,1,13059.48,517614.36,0
5242,0,24220.32,185674.2,0
5243,1,17647.68,480962.52,0
5244,0,7334.52,236799,0
5245,1,13404.96,508661.04,0
5246,1,19079.88,507219.36,0
5247,1,0,694781.04,0
5248,1,7634.88,470068.32,0
5249,0,8572.8,208952.64,0
5250,0,11361.36,154576.8,0
5251,1,1296.72,502083.96,0
5252,1,9802.68,629908.2,0
5253,1,70.56,550085.64,0
5254,1,9141,166669.56,0
5255,0,14085.36,189885.72,0
5256,1,17021.76,456409.68,0
5257,0,10372.32,125817.24,0
5258,0,13213.92,171684,0
5259,1,0,559388.4,0
5260,1,0,525387.12,0
5261,1,6987.84,350878.2,0
5262,1,4428.6,461026.44,0
5263,1,11592.6,122096.76,0
5264,1,4793.4,651959.04,0
5265,1,622.68,502070.04,0
5266,1,5530.56,480552.36,0
5267,1,13668.12,443502.96,0
5268,1,8490.84,585484.8,0
5269,0,12415.2,223368.48,0
5270,1,1426.44,513882.84,0
5271,0,5532,186648.36,0
5272,1,12687.24,512782.56,0
5273,1,12425.88,500572.44,0
5274,1,12123.36,410267.76,0
5275,1,0,494397.6,0
5276,1,7872.24,436193.28,0
5277,1,6469.68,282737.16,0
5278,1,16529.52,592872.84,0
5279,0,15865.8,255270.96,0
5280,0,16723.08,279142.32,0
5281,1,15888.12,541376.88,0
5282,1,12246.36,427831.92,0
5283,1,24402.48,499550.88,0
5284,1,10663.68,239311.2,0
5285,1,16201.44,474671.52,0
5286,0,23232.72,160533.96,1
5287,0,16883.04,197125.2,0
5288,1,3394.08,353737.68,0
5289,1,7212.96,303832.44,0
5290,0,19673.16,176193.36,0
5291,0,582.36,199767.72,0
5292,1,3894,613678.56,0
5293,0,10636.8,167950.68,0
5294,1,11609.28,620093.04,0
5295,1,8540.88,545038.56,0
5296,1,18574.56,607660.08,0
5297,0,14407.08,165275.88,0
5298,1,0,542413.56,0
5299,1,17459.76,525854.64,0
5300,1,4265.28,553770.24,0
5301,1,0,563133.36,0
5302,1,0,597412.08,0
5303,1,3394.44,479532.48,0
5304,1,3644.64,348576.48,0
5305,1,1893.12,434475.48,0
5306,1,3600,494273.4,0
5307,1,5567.76,519966.6,0
5308,1,19850.76,474961.56,0
5309,1,9150.84,546322.68,0
5310,0,22654.56,262814.16,0
5311,1,14475.12,415461.24,0
5312,0,2971.8,245337,0
5313,1,6921.6,470517.96,0
5314,0,14572.92,216662.88,0
5315,1,11853,482923.44,0
5316,0,15084.24,230974.8,0
5317,1,6289.08,483829.44,0
5318,0,14834.52,280368.6,0
5319,1,12104.16,823324.92,0
5320,0,17697.36,208589.64,0
5321,1,9268.56,443968.08,0
5322,1,8418.6,474318.96,0
5323,1,0,345576.48,0
5324,0,13990.8,179631.48,0
5325,1,0,338718.72,0
5326,1,17150.64,486778.68,0
5327,0,9680.04,208316.04,0
5328,1,6337.08,556672.08,0
5329,1,11561.16,721009.56,0
5330,0,9174.36,270943.68,0
5331,1,6884.4,593589,0
5332,1,16924.44,748740.48,0
5333,1,9800.88,567267.96,0
5334,0,14646.24,146344.32,0
5335,1,2945.28,649596.48,0
5336,0,13006.92,103008.96,0
5337,1,5824.2,176115.6,0
5338,1,8133.12,603708.72,0
5339,1,3439.92,413994.36,0
5340,0,10127.04,249048.24,0
5341,1,9982.08,494971.68,0
5342,1,12291.96,405989.88,0
5343,1,15325.44,509674.92,0
5344,0,14663.28,229528.2,0
5345,1,11607,331957.56,0
5346,0,18682.8,231266.88,0
5347,0,5036.76,296156.76,0
5348,1,3313.92,643508.52,0
5349,0,16890,176260.68,0
5350,1,12493.08,474190.08,0
5351,1,2187.96,476439.24,0
5352,1,1946.64,496575.24,0
5353,1,4863.24,630854.16,0
5354,1,10645.92,618229.56,0
5355,1,22138.56,426104.16,1
5356,1,9515.76,450599.4,0
5357,0,11305.68,286024.68,0
5358,1,11265.48,174292.32,0
5359,1,226.8,427082.76,0
5360,0,7193.64,222904.92,0
5361,0,8157.72,231157.44,0
5362,1,7215.12,292801.2,0
5363,1,1584.96,620336.88,0
5364,1,8916.36,302237.16,0
5365,1,8738.28,630180.84,0
5366,1,5607,403731.12,0
5367,0,13259.16,208530,0
5368,0,3722.4,176075.16,0
5369,1,18908.52,551486.88,0
5370,0,16443,160299.24,0
5371,1,19121.16,882650.76,0
5372,1,5556,507569.52,0
5373,0,9433.32,251453.4,0
5374,0,8778.12,318064.08,0
5375,0,5619.24,324658.68,0
5376,1,2629.8,455916.48,0
5377,0,10163.52,247918.2,0
5378,1,8425.92,689620.8,0
5379,0,16579.68,132714.84,0
5380,1,17466.12,401460.6,0
5381,1,16294.92,520525.32,0
5382,1,12391.56,280197.96,0
5383,1,9586.32,580033.56,0
5384,0,1414.8,175798.32,0
5385,1,2816.88,329999.4,0
5386,1,10683.24,439578,0
5387,0,6221.76,223626.12,0
5388,1,13494,380874.72,0
5389,1,17625.48,462262.44,0
5390,1,11257.32,160862.52,0
5391,1,8664.36,323811.12,0
5392,1,7327.68,514798.2,0
5393,1,4893.24,222663.84,0
5394,1,12686.76,697602.36,0
5395,1,15148.8,685905.12,0
5396,0,12992.04,269010.72,0
5397,1,23639.28,352989,1
5398,1,9121.2,551056.08,0
5399,1,11152.8,277603.92,0
5400,1,14127,425035.32,0
5401,1,3711.24,506719.8,0
5402,1,11783.28,461802.36,0
5403,1,2401.92,291361.56,0
5404,1,19565.76,651881.04,0
5405,1,11366.88,339725.88,0
5406,1,6448.8,489937.68,0
5407,0,15510.84,178310.88,0
5408,1,4281.96,473337.96,0
5409,1,6001.92,413252.52,0
5410,1,16148.52,489634.68,0
5411,0,13093.68,239890.08,0
5412,1,12306.36,272896.68,0
5413,1,4838.88,515921.28,0
5414,1,8392.08,443492.16,0
5415,1,17349.72,187992.72,0
5416,0,11566.8,198735.12,0
5417,1,6513.24,631505.04,0
5418,1,9203.16,304513.2,0
5419,1,9701.16,350554.8,0
5420,1,8838.48,556994.16,0
5421,1,12913.68,382151.4,0
5422,0,8775.72,138121.8,0
5423,1,2832,458430.12,0
5424,1,16589.4,484731.72,0
5425,0,10986.84,271036.08,0
5426,1,2119.2,587493.12,0
5427,0,7680,238800.12,0
5428,0,11408.16,245229.84,0
5429,1,15848.52,349265.28,0
5430,0,14436.36,191429.4,0
5431,1,16031.28,233786.52,0
5432,0,19767.36,193853.52,1
5433,0,17212.68,189140.4,0
5434,1,3689.76,433451.64,0
5435,0,15334.68,247799.16,0
5436,1,11980.68,552623.04,0
5437,1,6736.08,532847.88,0
5438,0,18924.96,182769.84,0
5439,0,4944.84,151067.64,0
5440,0,21100.92,171267.24,1
5441,0,3017.64,232486.68,0
5442,1,16237.56,481968.6,0
5443,1,122.28,391703.16,0
5444,1,11202.6,403597.8,0
5445,0,20313,284926.08,0
5446,1,7959,435322.32,0
5447,1,618.36,442222.92,0
5448,1,9572.88,640787.16,0
5449,1,0,602927.16,0
5450,1,14604.84,753169.2,0
5451,1,0,539763.48,0
5452,1,8902.08,549702.48,0
5453,1,5462.16,522160.2,0
5454,0,21457.68,314744.52,0
5455,1,15045.24,337836.12,0
5456,1,11017.08,529353.72,0
5457,1,0,362903.4,0
5458,0,8390.04,210873.96,0
5459,1,2064,402065.88,0
5460,1,15916.2,559044.96,0
5461,1,15306,480315.48,0
5462,0,26969.04,215120.64,1
5463,1,11925.24,631747.92,0
5464,1,11968.56,417898.2,0
5465,0,7828.44,145668.72,0
5466,1,13498.68,503868.36,0
5467,1,19305.84,440653.2,0
5468,0,9319.32,57063,0
5469,1,10140.24,406742.88,0
5470,1,6840.6,505893.72,0
5471,1,2237.28,159901.44,0
5472,1,0,584075.52,0
5473,1,17153.88,383945.88,0
5474,1,3540.72,473757,0
5475,1,10758.96,658080.72,0
5476,0,18750.36,165051.96,0
5477,1,10671.72,396434.88,0
5478,0,21668.16,248731.68,0
5479,1,16009.32,524453.16,0
5480,1,6335.28,681849.84,0
5481,1,15384.96,633036.96,0
5482,1,11193.96,577982.16,0
5483,0,22210.68,258909.12,0
5484,1,5462.28,437857.92,0
5485,1,8979.48,547523.88,0
5486,1,10493.76,401826.24,0
5487,0,6464.52,196204.32,0
5488,1,10102.2,583380.12,0
5489,1,21770.04,339874.08,0
5490,0,4388.4,191447.76,0
5491,1,4814.16,476240.16,0
5492,1,25153.68,599910.36,0
5493,1,17158.56,401431.08,0
5494,0,20848.2,230432.52,0
5495,1,12520.68,543719.4,0
5496,0,13865.52,266333.76,0
5497,0,11179.8,230153.4,0
5498,1,1761.12,599100.84,0
5499,1,16883.4,332014.08,0
5500,0,8470.8,221374.56,0
5501,1,7701.6,391543.68,0
5502,1,4555.2,514349.88,0
5503,1,8474.76,407045.52,0
5504,1,6925.56,523393.2,0
5505,1,1092,628651.08,0
5506,1,6592.8,581092.8,0
5507,0,13229.16,208701.36,1
5508,0,14740.08,217556.28,0
5509,0,11688.12,241297.2,0
5510,1,3163.92,609393.96,0
5511,1,10164.84,426975.48,0
5512,1,10022.28,479725.56,0
5513,1,9094.92,445066.08,0
5514,0,12164.04,165853.08,0
5515,0,7722.96,345190.92,0
5516,0,9087.24,226513.08,0
5517,1,14979.36,493207.56,0
5518,1,8391.48,497711.76,0
5519,1,10396.8,223040.76,0
5520,1,8372.04,424827.24,0
5521,1,10789.2,475567.68,0
5522,1,8090.4,557783.4,0
5523,1,10835.04,405340.8,0
5524,1,19101.12,555115.92,0
5525,1,5810.64,362142.96,0
5526,1,9020.28,615927.84,0
5527,1,7250.28,459513.24,0
5528,1,7687.56,552905.04,0
5529,0,9389.4,281366.52,0
5530,1,12323.52,483684.12,0
5531,0,10354.8,193894.44,0
5532,0,9366.12,177760.08,0
5533,1,10536.12,183155.28,0
5534,1,5782.32,395138.88,0
5535,0,18959.88,159296.76,0
5536,1,20.04,276020.04,0
5537,1,6178.2,451882.2,0
5538,1,25052.16,539968.32,0
5539,0,11682.12,249245.76,0
5540,1,6346.44,542826,0
5541,1,13576.92,451958.76,0
5542,1,11464.08,484423.2,0
5543,1,9108.36,549292.56,0
5544,1,12286.2,377916,0
5545,1,13152.96,364497.96,0
5546,1,9951.96,584810.04,0
5547,1,9508.32,478937.16,0
5548,1,10587.12,220554.12,0
5549,0,8806.2,196801.56,0
5550,1,6642.24,544623.72,0
5551,0,9875.52,107024.4,0
5552,1,5927.52,415461.12,0
5553,1,1059,527127.84,0
5554,1,0,540930.84,0
5555,1,7341.96,260598.36,0
5556,0,13160.28,250279.08,0
5557,1,2299.32,421434.96,0
5558,1,5375.52,648537.84,0
5559,1,13796.28,479694.72,0
5560,0,5559.6,196999.32,0
5561,1,16171.68,707437.08,0
5562,0,0,203758.68,0
5563,1,7716.12,332821.92,0
5564,0,4382.64,184501.8,0
5565,1,3476.16,551892.48,0
5566,1,6939.48,576532.56,0
5567,1,14243.16,620910.96,0
5568,1,5112.12,610494.84,0
5569,1,13388.88,577507.8,0
5570,0,11192.4,224919.72,0
5571,0,12581.88,275227.2,0
5572,1,9220.44,532863.72,0
5573,1,9425.88,608197.8,0
5574,0,10382.52,264978.96,0
5575,1,21621.6,289827.12,1
5576,1,11404.08,772754.04,0
5577,1,9444.48,555203.28,0
5578,1,11794.08,389036.04,0
5579,1,14104.68,424074.72,0
5580,0,10647.36,157594.8,0
5581,1,9623.88,557268,0
5582,1,13155,512221.32,0
5583,1,7546.32,485885.16,0
5584,0,6812.64,178707.84,0
5585,0,10116.12,264449.64,0
5586,0,14607.72,126240.48,0
5587,1,0,127127.04,0
5588,1,14241.36,462983.16,0
5589,1,5268.48,481777.32,0
5590,0,9348,125874.84,0
5591,0,8910.6,294060.24,0
5592,0,9160.08,190198.32,0
5593,1,4897.44,472659.84,0
5594,1,12855.12,442428.6,0
5595,1,16482.96,266189.04,0
5596,1,635.04,366076.32,0
5597,0,13685.4,227902.68,0
5598,1,13947.6,570157.44,0
5599,0,18341.88,271972.2,0
5600,1,11903.52,598921.2,0
5601,1,7109.16,387399.12,0
5602,1,10179.96,365672.64,0
5603,1,3714.24,423518.28,0
5604,0,5110.08,183897.12,0
5605,0,15221.88,238344.48,0
5606,0,10783.56,183526.44,0
5607,1,3299.52,289228.68,0
5608,1,4793.28,544331.16,0
5609,0,10204.68,76668.84,0
5610,1,1114.8,527470.56,0
5611,1,10248.24,385287.72,0
5612,1,0,356656.08,0
5613,1,13137.72,395232.72,0
5614,1,8161.92,304699.56,0
5615,1,14776.2,358414.56,0
5616,1,0,458739.12,0
5617,1,9960.6,622165.44,0
5618,1,15204,393026.28,0
5619,1,19484.28,440974.8,0
5620,1,3632.64,543124.8,0
5621,1,5279.52,338585.76,0
5622,0,12201.96,224442.72,0
5623,1,17054.4,569085.48,0
5624,1,5756.16,491940.48,0
5625,0,11110.8,148610.4,0
5626,0,14312.4,259173,0
5627,1,19799.04,433096.56,0
5628,1,9708,316558.68,0
5629,1,9024.72,596897.16,0
5630,1,8726.28,327386.4,0
5631,1,10147.32,379597.08,0
5632,1,5347.92,561793.32,0
5633,1,17508.48,597045.6,0
5634,0,11863.68,265025.4,0
5635,1,9563.88,301914.6,0
5636,1,10841.52,403681.2,0
5637,1,13956.96,545865,0
5638,1,14606.52,406380.6,0
5639,0,8882.76,281632.68,0
5640,1,15113.4,346580.76,0
5641,1,6016.68,514274.28,0
5642,1,9703.32,583805.16,0
5643,1,4966.68,637704.24,0
5644,0,7998,143422.8,0
5645,0,4945.92,212154.24,0
5646,0,4471.8,267696.48,0
5647,1,14820.96,584250.72,0
5648,1,10239,498974.4,0
5649,1,22940.04,633625.08,0
5650,1,4295.64,684150.6,0
5651,0,8377.92,234993.84,0
5652,1,11021.52,389621.4,0
5653,1,20902.92,420809.16,1
5654,1,6929.88,468185.04,0
5655,0,16988.16,262275.84,0
5656,0,18293.88,190150.44,0
5657,0,14057.28,230560.68,0
5658,0,4761.6,312741.12,0
5659,1,14833.92,236192.52,0
5660,1,12640.92,635062.2,0
5661,1,14484.48,506063.88,0
5662,1,6347.52,324788.52,0
5663,1,7952.4,583826.04,0
5664,1,6206.76,482983.08,0
5665,1,11266.2,490970.76,0
5666,1,21883.68,531121.92,1
5667,1,7664.64,577028.52,0
5668,1,11148.24,286676.16,0
5669,0,3387,237709.2,0
5670,0,17155.32,177934.68,0
5671,0,8068.32,293940.48,0
5672,1,9029.64,478753.32,0
5673,1,5656.2,364045.68,0
5674,1,3247.08,539503.56,0
5675,1,24903.96,525810,1
5676,1,1161.6,376460.76,0
5677,0,6819.48,159436.2,0
5678,0,11890.56,253975.92,0
5679,1,3414.72,546506.04,0
5680,1,11806.08,347761.2,0
5681,1,11093.28,491849.88,0
5682,1,10285.8,375031.8,0
5683,1,2340.24,530675.76,0
5684,1,12552.12,546880.56,0
5685,0,11200.2,186691.56,0
5686,1,0,523762.92,0
5687,1,8302.68,390146.4,0
5688,0,13175.64,195308.16,0
5689,1,0,544500,0
5690,0,4834.92,273027.96,0
5691,1,14770.8,531638.4,0
5692,1,11513.76,376289.4,0
5693,1,7562.76,560563.56,0
